Image_path,image_name,Captions,Label_Sentiment,label
../dataset/Dataset\Memes\chosha (86).jpg,chosha (86).jpg,জানু আমারটা খাঁড়া হইছে তো এখন ঘুমপাড়া কেনো তোর বাঁড়া আর আইস্ক্রিম সমান নিমিষেই গলে যায়,1,1
../dataset/Dataset\Memes\tangaila (256).jpg,tangaila (256).jpg,Present Past Past Partciple Write Wrote Written Read Read Read,1,1
../dataset/Dataset\Memes\KAM (435).jpg,KAM (435).jpg,ফইন্নির ঘরে ফইন্নি এইটা ফোটোগ্রাফি নাকি পর্নোগ্রাফি,1,1
../dataset/Dataset\Memes\KAM (660).jpg,KAM (660).jpg,এখনকার সময়ের সবচেয়ে ভালো অভিনেতা অভিনেত্রী কে সকল মেয়েদের কাছে তাদের EX BF সকল মেয়েদের কাছে তাদের EX GF,0,0
../dataset/Dataset\Memes\bamboo-vaiya (470).jpg,bamboo-vaiya (470).jpg,ফেসবুকে নিজের নাম আরবিতে দেওয়ার পর MOOFTI,1,1
../dataset/Dataset\Memes\ovodro_img (23).jpg,ovodro_img (23).jpg,এত জ্যাম কী করব বুঝতে পারছি না একটু তেল লাগিয়ে নাও,1,1
../dataset/Dataset\Memes\KAM (127).png,KAM (127).png,শুধু শুধু কোচের সাথে ঝড়গা করে ৬ মাস এর ব্যান এর থেকে ভালো একটা দিয়ে ৪ মাসের বান খেতাম,1,1
../dataset/Dataset\Memes\tangaila (47).jpg,tangaila (47).jpg,When My Friend Gets Admitted into BUET তুই তো চ্যালচ্যালায়া মাইয়া পটাবি,1,1
../dataset/Dataset\Memes\bamboo-vaiya (326).jpg,bamboo-vaiya (326).jpg,ঝগড়া করে প্রেমিকা যখন সাময়িক সময়ের জন্য Block মারে Me to other girl এই ফাঁকে আপনার লগে একটু গফগফ করি,1,1
../dataset/Dataset\Memes\ovodro_img (217).jpg,ovodro_img (217).jpg,কি হচ্ছে এটা হ্যাঁ না ইয়ে মানে যোগ ব্যায়াম কিভাবে করতে হয় ওটা দেখাচ্ছিলাম থামো আমি হলে তো দুমিনিট শবাসনে চলে যাও,1,1
../dataset/Dataset\Memes\bamboo-vaiya (127).jpg,bamboo-vaiya (127).jpg,Single Niggas be like Christmas এ যদি এমন একটা Gift পাইতাম Tag a single nigga,1,1
../dataset/Dataset\Memes\ovodro_img (790).jpg,ovodro_img (790).jpg,কী ব্যাপার কাঁদছিস কেন রে তুই এত Ex এর সাথে দেখা হয়েছিল রাস্তায় আবার প্রেমে পড়লি নাকি না রে বালটা তাহলে কাঁদছিস কেন খিস্তি মারা হয়নি আবালটাকে সেটা মনে পড়ল এইমাত্র,1,1
../dataset/Dataset\Memes\Bangla Thug Life (41).jpg,Bangla Thug Life (41).jpg,কাজিনদের সাথে বাইরে ঘুরতে যাওয়া আমি বাসার টিচার,2,2
../dataset/Dataset\Memes\Bangla Thug Life (32).jpg,Bangla Thug Life (32).jpg,That moment যখন তুমি বুঝতে পারো পাদের সাথে একটু হাগুও বেরিয়ে গেছে You,1,1
../dataset/Dataset\Memes\bamboo-vaiya (297).jpg,bamboo-vaiya (297).jpg,You Love this Gays BTS i Love this guys One Direction Sorry We are not the Same,1,1
../dataset/Dataset\Memes\ovodro_img (63).jpg,ovodro_img (63).jpg,এই দেখ ভাই তোর জন্য কী ডাউনলোড করেছি এখন তো উঠে যা,1,1
../dataset/Dataset\Memes\ovodro_img (687).jpg,ovodro_img (687).jpg,তারমানে আপনি বলতে চাইছেন হাতে উইস্কির একটা পেক না থাকলে এক্টিং টা ঠিক জমে না বলতে চাইছি নয় বলছি,1,1
../dataset/Dataset\Memes\ovodro_img (545).jpg,ovodro_img (545).jpg,ফনী আসার আগে ফনী যাবার পর,1,1
../dataset/Dataset\Memes\KAM (220).png,KAM (220).png,আমি এখন বিরাট কুলী,1,1
../dataset/Dataset\Memes\bamboo-vaiya (289).jpg,bamboo-vaiya (289).jpg,অনুপম যখন প্রথম অপরিচিতাকে দেখে kya maal hai yaar,1,1
../dataset/Dataset\Memes\tangaila (83).jpg,tangaila (83).jpg,আম্মু to 5 years old me সত্যি বল তাহলে মারবোনা আমি সত্যি বলার ৫ সেকেন্ড পরেঃ আম্মু,0,0
../dataset/Dataset\Memes\KAM (81).jpg,KAM (81).jpg,হরতাল করে দিবেন নানী হরতাল দিয়াতো লাভ নাই ধুর বেডি ক্লাস কি তুই করস,1,1
../dataset/Dataset\Memes\bangla-gag (2).jpg,bangla-gag (2).jpg,CAUSE BENSON EKHON 11 TK CANT DATE YOU ANYMORE,1,1
../dataset/Dataset\Memes\ovodro_img (279).jpg,ovodro_img (279).jpg,বাবা কারা সবথেকে বেশী সুখী মেয়েরা বাবা ওদের ভবিষ্যৎ নিয়ে ভাবতে হয় না ১৮ বছর বয়স হলেই কোন একটা কাকুর বয়সী ছেলেকে বিয়ে করে নেয়,1,1
../dataset/Dataset\Memes\KAM (696).jpg,KAM (696).jpg,স্কুল১০টা শুরু হয়েছে তুমি এসেছো ১১টায় ম্যাডাম আপনি আমার জন্য অপেক্ষা করবেন না সবাই খারাপ ভাববে,0,0
../dataset/Dataset\Memes\tangaila (49).jpg,tangaila (49).jpg,She I bet he is thinking about helping the students in the protest Ayman Accha Robi theke check ta ekhono ashlona keno,1,1
../dataset/Dataset\Memes\KAM (58).jpg,KAM (58).jpg,অসম্ভব কে সম্বভ করায় অনন্তের কাজ বৃষ্টি রে বলেন বাংলাদেশ আসতে নেটওয়ার্ক বিজি বৃষ্টি ফোন ধরে না,0,0
../dataset/Dataset\Memes\chosha (89).jpg,chosha (89).jpg,আর কতদিন এভাবে ঘরে বসে খাবি কিছু একটা Job কর করি তো Hand job,1,1
../dataset/Dataset\Memes\KAM (429).jpg,KAM (429).jpg,আমি সিধুকে ঘৃণা করি না কারণ আম্মু বলসে প্রতিবন্ধীদের ঘৃণা করতে হয় না,0,0
../dataset/Dataset\Memes\bamboo-vaiya (453).jpg,bamboo-vaiya (453).jpg,Everyone Eid er dress kinsos Me Hoga kinsi Bal kinsi,1,1
../dataset/Dataset\Memes\KAM (331).jpg,KAM (331).jpg,হাত দেখিপ্রেম করবে প্লে বয় হবে আঙ্কেল ২হাতেই মারুন কারণ পরের টার্গেট আপনার মেয়ে,0,0
../dataset/Dataset\Memes\nurani-memes (182).jpg,nurani-memes (182).jpg,meyeta eto ratre baire chilo dekhe rape korsi meyeta choto kapor porsilo tai rape korsi আমি ধর্ষণ করিনি শয়তান আমাকে দিয়ে ধর্ষণ করিয়েছেঃ মসজিদের ইমাম,1,1
../dataset/Dataset\Memes\Halal Memes (258).jpg,Halal Memes (258).jpg,গ্রাম ইনস্টাগ্রাম,1,1
../dataset/Dataset\Memes\chosha (33).jpg,chosha (33).jpg,তুমি দেখে নিও আমাদের মেয়ে বড় হয়ে ডাক্তার হবে জানু আমার মাথা ব্যাথা করছে মাথায় কিস করে দিয়েছি না এখুনি ঠিক হয়ে যাবে,1,1
../dataset/Dataset\Memes\KAM (431).jpg,KAM (431).jpg,এইচএসসি পরীক্ষার আগমনে কারেণ্ট উধাও,0,0
../dataset/Dataset\Memes\KAM (46).png,KAM (46).png,চ্যাম্পিয়ন এত যে ভাল খেলো রহস্য কি কেন পোলার আমাদেরও চাই পোলার,0,0
../dataset/Dataset\Memes\ovodro_img (290).jpg,ovodro_img (290).jpg,মেয়েরা ছেলেদের দিকে তাকায় না কারন মেয়েরা জানে ছেলেরা মেয়েদের দিকে হ্যাংলার মত তাকিয়ে থাকে মেয়ে ছেলে তাই মেয়েরা চোরের মত ছেলেদের দিকে তাকিয়ে পাশ কাটিয়ে চলে যায়,1,1
../dataset/Dataset\Memes\chosha (97).jpg,chosha (97).jpg,ভালোবাসা রইলো আমার পক্ষ থেকে আমার বাবার পক্ষ থেকে আমার দাদার পক্ষ থেকে আমার ছেলে এবং নাতির পক্ষ থেকেও,1,1
../dataset/Dataset\Memes\KAM (235).jpg,KAM (235).jpg,যখন মনে হয় স্যার আমাকে বলসে ক্লাস থেকে বের হয়ে যা কিন্ত যখন জানি স্যার আমার পিছনের জনকে বলসে,0,0
../dataset/Dataset\Memes\ovodro_img (383).jpg,ovodro_img (383).jpg,বছরের বাকী দিন 364 সরস্বতী পূজোর দিন,1,1
../dataset/Dataset\Memes\bangla-gag (63).jpg,bangla-gag (63).jpg,সাকিব তামিম মুশফিক দের যিনি খেলার অনুপ্রেরণা দিয়েছেন যিনি প্রথম ক্রিকেট বিশ্বে বাংলাদেশ ক্রিকেটকে অন্য পর্যায় নিয়ে গিয়েছেন তিনি মোহাম্মাদ আশরাফুল ICON OF BANGLADESH CRICKET,0,0
../dataset/Dataset\Memes\Bangla Thug Life (290).jpg,Bangla Thug Life (290).jpg,জবা কি পারবে অপু ভাইকে ফিরিয়ে আনতে,1,1
../dataset/Dataset\Memes\bangla-memes (195).jpg,bangla-memes (195).jpg,ইলিশ চাইনিজ বাদুড় getting Pohela Boishakh cancelled,1,1
../dataset/Dataset\Memes\KAM (174).jpg,KAM (174).jpg,চার বোতল ভদকা কাম মেরা রোজকা চুপ এত গরমে রোজ চারপাচ লিটার জল খা,0,0
../dataset/Dataset\Memes\nurani-memes (177).jpg,nurani-memes (177).jpg,When you finish a whole plate of Biriyani without biting a single এলাচি,0,0
../dataset/Dataset\Memes\Bangla Thug Life (196).jpg,Bangla Thug Life (196).jpg,রাতরে বারোটার সময় টিভি অন করা বিদ্যমানঃ তোর কি নুনু ছোট,1,1
../dataset/Dataset\Memes\chosha (75).jpg,chosha (75).jpg,কিরে ভাই কোথায় এইতো প্রায় চলেই এসেছি,0,0
../dataset/Dataset\Memes\ovodro_img (146).jpg,ovodro_img (146).jpg,শ্রীলঙ্কার মেয়েদের ওখানে ঢুকালে ঝাল লাগে কেন বিষে বিষ ক্ষয় হয় শুনেছি বুড়োদের কাছে তারমানে লঙ্কায় লঙ্কা ক্ষয় হবে ইসস ভাইজান দেখছি ঘপাঘপ করেই ছাড়বে,1,1
