Image_path,image_name,Captions,Label_Sentiment
../dataset/Dataset\Memes\tangaila (156).jpg,tangaila (156).jpg,সৃষ্টির সুন্দরী মেয়ের কাছে প্রপজাল রিজেক্ট হওয়ার পর     লে আমিঃ-   আমি তো জাস্ট  মজা করছিলাম ...,negative
../dataset/Dataset\Memes\tangaila (157).jpg,tangaila (157).jpg,যখন কুমুদিনী/ বিবিজি ছুটি দেয় পাশের বাড়ি চাচা বি লাইকঃ ,negative
../dataset/Dataset\Memes\tangaila (158).jpg,tangaila (158).jpg,Habhit  এর স্টুডেন্ট  Hasan  এর স্টুডেন্ট ,negative
../dataset/Dataset\Memes\tangaila (159).jpg,tangaila (159).jpg,করোনা যখন স্বাভাবিক ছিল তখন লকডাউন আর এখন ভয়াবহ অবস্থা এখন শপিং মল খুলে দিচ্ছে...   আই পাক ইওর ছিসটেম ,negative
../dataset/Dataset\Memes\tangaila (160).jpg,tangaila (160).jpg, কুমুদিয়ানরা বৃষ্টিতে ভিজার আগে    আর বৃষ্টিতে ভিজার পরে ,negative
../dataset/Dataset\Memes\tangaila (161).jpg,tangaila (161).jpg,ভাসানীর বড় ভাই*    বিন্দুবাসীনির ছেলে    বিন্দুবাসীনির মেয়ে    ,negative
../dataset/Dataset\Memes\tangaila (162).jpg,tangaila (162).jpg,ঘাটাইলের মেয়েরা নিজেকে যা ভাবে   আসলে তারা যেমন ,negative
../dataset/Dataset\Memes\tangaila (163).jpg,tangaila (163).jpg,"বাংলাদেশে কি দেখলা ??  এখানে মা কে ব্লক লিস্টে রেখে পোস্ট করে ""লাভিও মা"" ",negative
../dataset/Dataset\Memes\tangaila (164).jpg,tangaila (164).jpg,হাসানিয়ানদের বউ   সৃষ্টিয়ানদের বউ ,negative
../dataset/Dataset\Memes\tangaila (165).jpg,tangaila (165).jpg,বিন্দুবাসিনীর গার্লসের সামনে বাইক নিয়ে ঘুরান দেওয়া এলাকার সম্মানীয় বড় ভাই বি লাইকঃ ,negative
../dataset/Dataset\Memes\tangaila (166).jpg,tangaila (166).jpg,বাংঙ্গীও একটি ফল     নোবেলও একজন শিল্পী ,negative
../dataset/Dataset\Memes\tangaila (167).jpg,tangaila (167).jpg,নাম নাকি তার নিরালা মোড়   একদম নিরব ,positive
../dataset/Dataset\Memes\tangaila (168).jpg,tangaila (168).jpg,তার বিসিএস ক্যাডার জামাই    বিন্দুবাসীনির মেয়ে ,negative
../dataset/Dataset\Memes\tangaila (169).jpg,tangaila (169).jpg,যখন অটোতে ভর্তি মেয়ে থাকে আর আমি সেখানে একা    অটোর মেয়েগুলা   আমি* ,neutral
../dataset/Dataset\Memes\tangaila (170).jpg,tangaila (170).jpg,সিনিয়র এর সাথে লুডুতে জেতার পর   লে আমিঃ   এখন থেকে আমাকে স্যার ডাকবা ,negative
../dataset/Dataset\Memes\tangaila (171).jpg,tangaila (171).jpg,পোলা গেছিলো সখিপুর বিয়া করতে  অতঃপর তার অবস্তাঃ-,negative
../dataset/Dataset\Memes\tangaila (172).jpg,tangaila (172).jpg,বিন্দুবাসিনী বয়েজের সসচ এর রেজাল্ট    বিন্দুবাসিনী গার্লসের সসচ এর রেজাল্ট ,negative
../dataset/Dataset\Memes\tangaila (173).jpg,tangaila (173).jpg,কুমুদিনীর  মেয়েরা বিয়ের আগে      কুমুদিনীর  মেয়েরা বিয়ের পরে ,negative
../dataset/Dataset\Memes\tangaila (174).jpg,tangaila (174).jpg,বিড়ির দাম বৃদ্ধি পাওয়া পর প্রকৃত বিড়িখোর বি লাইকঃ-   হায় আল্লাহ...,negative
../dataset/Dataset\Memes\tangaila (175).jpg,tangaila (175).jpg,গত রাতে টাকা দিয়ে MB কিনে JUVENTUS এর খেলা দেখার পর ফ্যানদের অবস্থাঃ   Paise barbaad bhench*d ,negative
../dataset/Dataset\Memes\tangaila (176).jpg,tangaila (176).jpg,যখন আপনি একজন জুভেন্টাস ফ্যান এবং তর্ক করতে গিয়ে বলেন আমাদের ১৩ টা UCL আছে । ,positive
../dataset/Dataset\Memes\tangaila (177).jpg,tangaila (177).jpg,Barcelona lose a point  এখন আমাদের প্রথম কাজ নিজেরা হেরে বার্সাকে টেবিলে টপে রাখা ,positive
../dataset/Dataset\Memes\tangaila (178).jpg,tangaila (178).jpg, স্যার*    প্রাক্টিক্যাল নাম্বার    ক্লাসের ফার্স্ট বয় ,negative
../dataset/Dataset\Memes\tangaila (179).jpg,tangaila (179).jpg,"ছেলে মাশাআল্লাহ খুবই ভালো স্পিড, বল কন্ট্রোল, ড্রিবলিং সবই পারে, ছেলে ৯৯% ভালো শুধু... ইয়ে মানে...",positive
../dataset/Dataset\Memes\tangaila (180).jpg,tangaila (180).jpg,তো ছেলে কি করে   ছেলে Tangaila Sarcasm পেজের এডমিন   লে মাইয়াঃ বাবা আমি রাজি ,positive
../dataset/Dataset\Memes\tangaila (181).jpg,tangaila (181).jpg,যখন কুমুদিনী কলেজ ছুটি দেয় তখনঃ-   কুমুদিনীর মেয়েরা*   আমি   ,negative
../dataset/Dataset\Memes\tangaila (182).jpg,tangaila (182).jpg,ট্যুরে যাওয়ার প্লান করার সময় বন্ধুরা সহ    ট্যুরের দিন আমি একা  ,negative
../dataset/Dataset\Memes\tangaila (183).jpg,tangaila (183).jpg,ভার্সিটির দামড়া বফ     বিন্দুবাসিনীর নিব্বির অবুঝ মন ,negative
../dataset/Dataset\Memes\tangaila (184).jpg,tangaila (184).jpg,ও করেছে টা কি ?    নেইমারকে মেসি/ রন থেকে সেরা বলেছে !   তাইলে ও এ পৃথিবীতে কি করতেছে ?  ওর গলা কাটা চাই ! ,negative
../dataset/Dataset\Memes\tangaila (185).jpg,tangaila (185).jpg,"ছেলের বাসা কই ??   ছেলের বাসা টাংগাইল   বাবা, আমি রাজি...! ",positive
../dataset/Dataset\Memes\tangaila (186).jpg,tangaila (186).jpg, টাংগালের পলিটেকনিকের স্টুডেন্টদের ব্রেন    HABHIT এর স্টুডেন্টদের ব্রেন ,positive
../dataset/Dataset\Memes\tangaila (187).jpg,tangaila (187).jpg,আসো নবীন ভয় নাই    ইঞ্জিনিয়ারিং- এ প্যারা নাই বলা HABHIT এবং পলিটেকনিকের এর বড় ভাই-    আর তার পিছনঃ- ,negative
../dataset/Dataset\Memes\tangaila (188).jpg,tangaila (188).jpg,ডিসি লেক    এসপি পার্ক    সোল পার্ক ,negative
../dataset/Dataset\Memes\tangaila (189).jpg,tangaila (189).jpg,পেইজের মাধ্যমে লেটেস্ট খবর    টাংগাইলের জনগণ   টাংগাইল সারকাজম পেইজের এডমিন  ,positive
../dataset/Dataset\Memes\tangaila (192).jpg,tangaila (192).jpg,আপনার জন্য দুইটা জিনিস রাখছি   কি   গরুর বিচি রাখছি দুইটা   মার শালারে...,negative
../dataset/Dataset\Memes\tangaila (193).jpg,tangaila (193).jpg,If পায়ে পাড়া দিয়ে ঝগড়া করা had a face   ফজিলাতুন্নেছা  কুমুদিয়ান ,negative
../dataset/Dataset\Memes\tangaila (194).jpg,tangaila (194).jpg,যখন বিন্দুবাসিনীর কোনো মেয়ে বলে আমার বয়ফ্রেন্ড নাই   আমি সবসময় পড়াশোনা নিয়ে ব্যস্ত থাকি    Then me:- ,negative
../dataset/Dataset\Memes\tangaila (195).jpg,tangaila (195).jpg,ইঞ্জিনিয়ারিং করার জন্য যখন নিউ এডমিশন নেই    যখন ইঞ্জিনিয়ারিং শেষ করে বের হই     ,negative
../dataset/Dataset\Memes\tangaila (196).jpg,tangaila (196).jpg,আমার সেরা দল হতে পারতাম   যা এর আগে পৃথিবী দেখে নি ,positive
../dataset/Dataset\Memes\tangaila (197).jpg,tangaila (197).jpg,ভাই কি ডেন্টাল ডিমার্টমেন্টে পড়েন ?    হুম কেন ?    আমার দাতের ফাঁকে আটকে থাকা মাংস বের করে দিবেন ?   মার শালারে...,negative
../dataset/Dataset\Memes\tangaila (198).jpg,tangaila (198).jpg,হাসানিয়ানদের ব্রেন   M M Ali কলেজের স্টুডেন্টদের ব্রেন   শাহীনের স্টুডেন্টদের ব্রেন  সৃষ্টির  স্টুডেন্টদের ব্রেন ,positive
../dataset/Dataset\Memes\tangaila (199).jpg,tangaila (199).jpg,তোর জন্য একটা মোবাইল কিনছি  কি মোবাইল   এই যে...  মার শালারে...,negative
../dataset/Dataset\Memes\tangaila (200).jpg,tangaila (200).jpg,হাই    হ্যালো আমি ঘাটাইলের মেয়ে ,negative
../dataset/Dataset\Memes\tangaila (201).jpg,tangaila (201).jpg,যখন ফজিলাতুন্নেছার এক্স লাইফে ব্যাক আসতে চায়    লে আমিঃ ,negative
../dataset/Dataset\Memes\tangaila (202).jpg,tangaila (202).jpg,এলাকার বড় ভাই   কইট্টা কলেজের ক্রাশ  ,negative
../dataset/Dataset\Memes\tangaila (203).jpg,tangaila (203).jpg,*ম্যাচ শেষে নেইমারের জার্সি অদল-বদল করা বিদ্যমান*  প্রথম আলো    যাই নেইমার ফ্যানদের একটু টেনশন দিয়ে আসি ,negative
../dataset/Dataset\Memes\tangaila (204).jpg,tangaila (204).jpg,যখন চার দিকে বার্সা নিয়ে ট্রল হয় তখন লে বার্সা ফ্যানঃ-    Lyrics BORO EKA EKA LAGE AMAR    ,negative
../dataset/Dataset\Memes\tangaila (205).jpg,tangaila (205).jpg,   টানা ৬-৭ দিন রাত জেগে চ্যাম্পিয়ন্স লিগ আর ইউরোপা লিগের খেলা দেখার পর যখন জানতে পারলাম আজকে কোনো খেলা নাই   আমি- ,positive
../dataset/Dataset\Memes\tangaila (206).jpg,tangaila (206).jpg,তোরা খেলা    তোরা খেলা  Na,neutral
../dataset/Dataset\Memes\tangaila (207).jpg,tangaila (207).jpg,আমি কিন্তু মনে মনে লালডাই আছিলাম   ,negative
../dataset/Dataset\Memes\tangaila (208).jpg,tangaila (208).jpg,লালডা না কালাডা ,negative
../dataset/Dataset\Memes\tangaila (209).jpg,tangaila (209).jpg,জোসেফ মারিয়া বার্তামিউ    গরিবের বার্তামিউ  লাইট ,negative
../dataset/Dataset\Memes\tangaila (210).jpg,tangaila (210).jpg,"পাগলা ফ্যান বি লাইকঃ-   খেলার আগেঃ স্ক্রিনশট রাখেন, আজ নেইমার গোল করবে ...   লে নেইমারঃ- ",neutral
../dataset/Dataset\Memes\tangaila (211).jpg,tangaila (211).jpg,বিন্দুবাসীনির মেয়েরা নিজেকে যেমন ভাবে   আসলে তারা যেমন  ,negative
../dataset/Dataset\Memes\tangaila (212).jpg,tangaila (212).jpg,"ছিপ ফেলে বসে আছি, দেখি কটা মাছ ফাঁসে ",positive
